Wavelength,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700
D2,0.6615,0.7724,0.87,0.9464,0.9823,1.0055,1.0608,1.2258,1.5452,1.89,2.2682,2.5594,2.6496,2.4461,2.2099,1.9959,1.7491,1.3517,0.9019,0.6063,0.4392,0.362,0.3578,0.4317,0.5549,0.6264,0.5529,0.3432,0.2041,0.1339,0.1015,0.0885,0.0836
D3,0.672,0.7885,0.8847,0.9572,0.9901,1.0103,1.0642,1.2122,1.5081,1.8248,2.1734,2.4373,2.514,2.324,2.0877,1.8879,1.6498,1.274,0.853,0.5698,0.4177,0.3461,0.3463,0.4159,0.5378,0.6095,0.5371,0.3369,0.198,0.1287,0.0971,0.0847,0.0799
D4,0.6453,0.7509,0.8387,0.9083,0.9343,0.946,0.9877,1.1102,1.3474,1.6026,1.8815,2.0992,2.1633,2.004,1.8121,1.6381,1.4294,1.1101,0.755,0.516,0.3901,0.3336,0.34,0.4134,0.5296,0.6023,0.5302,0.3305,0.1982,0.1294,0.0988,0.0862,0.0819
D5,0.6354,0.7442,0.8292,0.8943,0.9166,0.9259,0.959,1.0629,1.2615,1.4835,1.7293,1.8994,1.9534,1.8127,1.6356,1.48,1.2922,1.0023,0.6871,0.4784,0.3719,0.3295,0.3449,0.424,0.5475,0.6225,0.5475,0.3415,0.2052,0.1336,0.1014,0.0885,0.0834
D6,0.6344,0.726,0.7997,0.858,0.8735,0.876,0.9002,0.9804,1.1362,1.3143,1.501,1.6419,1.6836,1.5738,1.4285,1.2919,1.131,0.8853,0.6148,0.4397,0.357,0.3267,0.3493,0.4303,0.5557,0.6299,0.5524,0.3476,0.2102,0.1386,0.1066,0.0935,0.0886
D7,0.6195,0.7083,0.7793,0.8376,0.8504,0.8506,0.8652,0.9207,1.0304,1.1588,1.2938,1.3895,1.4148,1.3269,1.2105,1.0976,0.9603,0.7633,0.5385,0.4028,0.3398,0.3223,0.3505,0.4355,0.5561,0.6312,0.5595,0.3526,0.2155,0.1446,0.1137,0.1014,0.0965
D8,0.5987,0.6842,0.755,0.8096,0.8194,0.8136,0.8201,0.8557,0.9238,1.0078,1.0949,1.1501,1.1601,1.0906,0.9958,0.8992,0.7861,0.6207,0.4494,0.3488,0.3085,0.3036,0.3385,0.4269,0.5488,0.6263,0.552,0.3467,0.2087,0.1376,0.1059,0.0931,0.0883
D9,0.5929,0.6725,0.7382,0.7896,0.7989,0.7925,0.7914,0.8073,0.8384,0.8796,0.9258,0.9497,0.9456,0.8914,0.8144,0.7352,0.6413,0.5138,0.3776,0.3064,0.2825,0.2861,0.3235,0.4081,0.5264,0.5979,0.5268,0.3356,0.2008,0.1345,0.1052,0.0931,0.0886
D10,0.5692,0.644,0.7055,0.7543,0.76,0.7464,0.7372,0.73,0.7172,0.7142,0.7067,0.6892,0.6663,0.627,0.5747,0.5132,0.4498,0.37,0.2936,0.2621,0.2626,0.2784,0.322,0.408,0.5309,0.6015,0.5293,0.3325,0.2009,0.1339,0.1037,0.0914,0.0872
D11,0.5537,0.6275,0.6871,0.7357,0.7382,0.7235,0.7064,0.68,0.6302,0.5863,0.5314,0.4785,0.4337,0.401,0.3613,0.3173,0.2778,0.2438,0.2225,0.2278,0.2487,0.2749,0.3244,0.4124,0.5368,0.609,0.535,0.3377,0.203,0.1358,0.1059,0.0933,0.0892
D12,0.5177,0.5864,0.6473,0.699,0.7034,0.6849,0.6588,0.6148,0.5269,0.4445,0.3524,0.2685,0.202,0.1712,0.152,0.1366,0.1329,0.1412,0.1655,0.1989,0.2364,0.2706,0.3264,0.4212,0.5522,0.628,0.5518,0.3436,0.2047,0.1345,0.104,0.0911,0.0866
E1,0.6345,0.7449,0.8366,0.908,0.9347,0.9501,1.007,1.1703,1.5024,1.8602,2.2545,2.5564,2.6581,2.469,2.2283,2.0273,1.773,1.3708,0.9242,0.6272,0.4705,0.4016,0.4119,0.5072,0.6595,0.7516,0.657,0.4047,0.233,0.144,0.1055,0.0892,0.0834
E2,0.6256,0.7331,0.8244,0.896,0.9207,0.9343,0.9863,1.136,1.4348,1.7607,2.1098,2.3817,2.4755,2.2978,2.0788,1.8865,1.6508,1.2849,0.8677,0.5932,0.4466,0.3839,0.3947,0.4838,0.6297,0.7168,0.6269,0.3859,0.2239,0.1396,0.1026,0.0874,0.0818
E3,0.6199,0.7187,0.8102,0.8789,0.8994,0.9082,0.95,1.0785,1.337,1.6168,1.9197,2.1527,2.2303,2.0703,1.8785,1.7027,1.493,1.1571,0.7881,0.5571,0.4308,0.3812,0.4017,0.5005,0.6499,0.7407,0.6487,0.3965,0.2283,0.1414,0.1034,0.0874,0.0816
E4,0.6064,0.7119,0.7928,0.8597,0.8782,0.8854,0.9235,1.0329,1.254,1.4969,1.7598,1.9552,2.019,1.8763,1.7046,1.5454,1.3494,1.0586,0.7247,0.5166,0.4116,0.3726,0.3972,0.4976,0.6463,0.7369,0.6467,0.3981,0.2286,0.1446,0.1067,0.0914,0.0858
E5,0.5894,0.6811,0.7513,0.8078,0.8168,0.8156,0.8468,0.9357,1.109,1.3011,1.5094,1.6622,1.7101,1.597,1.4541,1.3213,1.1598,0.9129,0.6367,0.4747,0.3934,0.3705,0.4051,0.5088,0.6621,0.7541,0.6588,0.4086,0.2372,0.1512,0.1125,0.0962,0.0902
E6,0.5877,0.6749,0.7486,0.8058,0.8149,0.811,0.828,0.8948,1.0261,1.1754,1.3422,1.4613,1.4999,1.4098,1.2874,1.1707,1.0269,0.8112,0.5737,0.4299,0.367,0.3515,0.3882,0.4905,0.6379,0.7286,0.6375,0.3935,0.2308,0.1463,0.1089,0.0936,0.0869
E7,0.5937,0.6816,0.7489,0.8042,0.812,0.8052,0.8172,0.8696,0.9727,1.0903,1.2198,1.3128,1.34,1.26,1.154,1.0497,0.9234,0.7311,0.527,0.4063,0.3593,0.3511,0.3924,0.4923,0.6429,0.7312,0.6407,0.3966,0.2361,0.1539,0.1161,0.1008,0.095
E8,0.5532,0.6307,0.694,0.7462,0.7459,0.733,0.7346,0.7643,0.8244,0.8973,0.9759,1.0262,1.0385,0.9831,0.905,0.8237,0.7249,0.5831,0.4349,0.3569,0.3346,0.3433,0.3934,0.5021,0.6595,0.7529,0.6575,0.4036,0.2342,0.1492,0.1101,0.0945,0.0883
E9,0.5525,0.631,0.6895,0.7407,0.7404,0.7253,0.72,0.7353,0.766,0.8084,0.85,0.873,0.871,0.8246,0.7601,0.6898,0.6089,0.4932,0.3801,0.3241,0.3148,0.3297,0.3834,0.4896,0.6419,0.732,0.6392,0.3911,0.2301,0.1454,0.1082,0.0931,0.0877
E10,0.5359,0.6046,0.6632,0.7118,0.7076,0.6897,0.6777,0.6719,0.662,0.6603,0.6563,0.6435,0.625,0.5927,0.5481,0.4957,0.4409,0.3724,0.3119,0.2951,0.3088,0.3364,0.3958,0.5085,0.6636,0.7562,0.6611,0.4086,0.2425,0.1568,0.1188,0.1035,0.0976
E11,0.5144,0.5832,0.6416,0.6902,0.685,0.6658,0.648,0.6238,0.5781,0.5385,0.4926,0.4469,0.4083,0.3798,0.347,0.3091,0.2759,0.2464,0.2318,0.2456,0.2736,0.3085,0.3693,0.4765,0.6246,0.7155,0.6274,0.382,0.2224,0.142,0.1054,0.0908,0.0851
E12,0.4833,0.5524,0.6134,0.6625,0.6614,0.6406,0.6141,0.5706,0.4907,0.4133,0.3267,0.2496,0.1896,0.1625,0.1455,0.132,0.1306,0.1421,0.1714,0.2118,0.2569,0.2991,0.3665,0.4812,0.6344,0.7276,0.637,0.3882,0.2209,0.1367,0.0995,0.0846,0.0795
F1,0.5982,0.7036,0.7888,0.8553,0.8733,0.8828,0.9323,1.083,1.3846,1.7109,2.0655,2.3435,2.4438,2.274,2.0639,1.8764,1.6431,1.2773,0.8673,0.6103,0.4772,0.4268,0.4542,0.572,0.7535,0.8608,0.7526,0.4545,0.2521,0.151,0.1061,0.0873,0.0805
F2,0.589,0.6854,0.7723,0.8367,0.8489,0.8531,0.8962,1.0308,1.2995,1.5981,1.9168,2.1671,2.2587,2.1061,1.9136,1.7413,1.5286,1.1961,0.8161,0.5786,0.459,0.4146,0.4439,0.5579,0.7295,0.8374,0.7304,0.4414,0.2501,0.1492,0.1059,0.0879,0.0813
F3,0.578,0.6751,0.7583,0.8231,0.8349,0.8361,0.8739,0.9893,1.2265,1.4786,1.7587,1.9751,2.0559,1.9199,1.7492,1.5934,1.4019,1.0961,0.7567,0.5444,0.4416,0.4053,0.439,0.5527,0.7282,0.832,0.7266,0.4387,0.2465,0.1489,0.1054,0.0877,0.0811
F4,0.5584,0.6456,0.7244,0.7876,0.798,0.7947,0.8203,0.9163,1.1157,1.3249,1.5643,1.745,1.8137,1.7017,1.5476,1.4077,1.2354,0.9736,0.6771,0.4952,0.4087,0.3832,0.4186,0.5272,0.6914,0.7911,0.6926,0.4217,0.2406,0.1488,0.1078,0.0914,0.0846
F5,0.5677,0.6525,0.7241,0.7838,0.7881,0.7828,0.8048,0.8858,1.0478,1.2289,1.4304,1.5722,1.6255,1.5269,1.3953,1.2728,1.1195,0.8837,0.6295,0.4707,0.4043,0.3885,0.4324,0.5493,0.7212,0.8244,0.7189,0.4362,0.2519,0.1559,0.1125,0.0953,0.0888
F6,0.5431,0.6296,0.6998,0.7562,0.7578,0.7486,0.7629,0.8232,0.9473,1.0856,1.2391,1.352,1.3933,1.3155,1.2063,1.1007,0.9697,0.767,0.5556,0.4263,0.3782,0.3739,0.4236,0.5415,0.717,0.8214,0.7174,0.4321,0.2439,0.1486,0.1042,0.0866,0.0799
F7,0.5355,0.6191,0.6847,0.7373,0.7356,0.7226,0.7287,0.7709,0.8585,0.9625,1.0745,1.1547,1.1844,1.1207,1.0336,0.9444,0.833,0.6672,0.4912,0.3926,0.3609,0.3664,0.4188,0.5363,0.7082,0.812,0.7083,0.429,0.2438,0.1504,0.1074,0.0899,0.0833
F8,0.524,0.5991,0.6628,0.7118,0.708,0.6928,0.6902,0.7166,0.7725,0.8422,0.9161,0.964,0.9798,0.9335,0.8615,0.787,0.6966,0.5647,0.4277,0.3577,0.3446,0.3585,0.4173,0.5369,0.715,0.8152,0.7117,0.4311,0.2453,0.1493,0.107,0.0896,0.0831
F9,0.5132,0.5885,0.6476,0.6951,0.6881,0.6682,0.6607,0.6705,0.6922,0.7259,0.7593,0.7779,0.7788,0.7417,0.6882,0.6289,0.5582,0.4594,0.3642,0.3247,0.3274,0.3516,0.4147,0.5379,0.7105,0.8134,0.7047,0.4304,0.2442,0.1486,0.1071,0.0901,0.0835
F10,0.4934,0.5628,0.6179,0.6618,0.6537,0.6331,0.6178,0.6105,0.5975,0.5931,0.587,0.5741,0.558,0.5294,0.4911,0.4466,0.3991,0.3403,0.2909,0.2841,0.3063,0.3408,0.4102,0.533,0.7114,0.814,0.7068,0.4246,0.2403,0.1462,0.1027,0.0858,0.079
F11,0.4881,0.5566,0.6143,0.6588,0.6478,0.6238,0.603,0.5791,0.5364,0.504,0.4615,0.4202,0.3873,0.3631,0.3343,0.3008,0.2731,0.2508,0.2439,0.2662,0.3029,0.3443,0.4156,0.5415,0.714,0.8157,0.7091,0.4328,0.2474,0.1555,0.1134,0.0968,0.0908
F12,0.4495,0.5108,0.5699,0.6159,0.6094,0.5821,0.5568,0.515,0.4447,0.3759,0.3011,0.2327,0.1792,0.1564,0.1426,0.1321,0.133,0.1473,0.1809,0.2279,0.2779,0.3251,0.3979,0.5272,0.6994,0.8042,0.7022,0.4199,0.2361,0.1422,0.1018,0.0846,0.0782
G1,0.5634,0.662,0.744,0.8048,0.8107,0.8095,0.8512,0.9882,1.2648,1.5647,1.8976,2.1546,2.2552,2.1091,1.9232,1.7517,1.5397,1.2051,0.8258,0.5927,0.4788,0.4402,0.477,0.604,0.7976,0.9152,0.7975,0.4789,0.269,0.1616,0.1123,0.0927,0.0854
G2,0.5641,0.6617,0.7408,0.8004,0.8095,0.8099,0.8466,0.9705,1.2185,1.4812,1.7825,2.0074,2.0951,1.9614,1.7858,1.6308,1.4353,1.1276,0.7846,0.5702,0.4686,0.4352,0.4744,0.5982,0.7901,0.9025,0.7846,0.4735,0.2702,0.1652,0.1176,0.0986,0.0913
G3,0.5457,0.643,0.7204,0.7802,0.7849,0.7814,0.8125,0.9206,1.138,1.3772,1.6393,1.8374,1.9163,1.7971,1.641,1.499,1.3203,1.042,0.7218,0.5322,0.444,0.4197,0.4652,0.5928,0.7824,0.9001,0.7812,0.4689,0.26,0.154,0.1062,0.0866,0.0797
G4,0.5311,0.6183,0.6914,0.7487,0.7502,0.742,0.7616,0.8478,1.0212,1.2165,1.4245,1.5848,1.6472,1.5504,1.4206,1.2987,1.1446,0.9073,0.6424,0.4812,0.4162,0.403,0.453,0.5748,0.7626,0.8744,0.7634,0.4582,0.2593,0.1543,0.1076,0.0889,0.0818
G5,0.5366,0.6186,0.6891,0.7411,0.7386,0.7292,0.7459,0.8155,0.961,1.1168,1.2948,1.4262,1.4783,1.399,1.2858,1.1795,1.0418,0.8325,0.5997,0.4667,0.4164,0.4121,0.4677,0.5972,0.7875,0.9006,0.7849,0.4729,0.2721,0.1663,0.1201,0.1007,0.0936
G6,0.5164,0.5961,0.6626,0.7132,0.7102,0.6937,0.7037,0.757,0.8706,0.9977,1.1365,1.2389,1.2806,1.214,1.1191,1.0283,0.9125,0.7287,0.5368,0.4312,0.3978,0.4057,0.4643,0.6007,0.7943,0.9109,0.7941,0.4761,0.2691,0.1601,0.1127,0.0932,0.086
G7,0.494,0.5681,0.6335,0.6812,0.6766,0.659,0.66,0.698,0.778,0.8685,0.9699,1.044,1.0696,1.0174,0.9416,0.8624,0.7638,0.616,0.4602,0.382,0.3638,0.3774,0.4411,0.571,0.7593,0.8723,0.7576,0.4538,0.2524,0.149,0.103,0.0842,0.0774
G8,0.49,0.5616,0.6209,0.6687,0.6583,0.6379,0.6327,0.6544,0.701,0.7588,0.8219,0.8652,0.881,0.8416,0.7835,0.7193,0.6398,0.5269,0.4078,0.3559,0.3544,0.3781,0.4473,0.5822,0.7741,0.8895,0.7735,0.4649,0.256,0.1511,0.1058,0.0863,0.0796
G9,0.4897,0.5552,0.6124,0.6594,0.6508,0.6291,0.621,0.6308,0.6522,0.6844,0.7186,0.7362,0.7381,0.7043,0.6547,0.5988,0.5326,0.4436,0.3564,0.3246,0.3348,0.3641,0.4345,0.5646,0.7507,0.8616,0.7513,0.4517,0.2531,0.1526,0.1075,0.0888,0.0821
G10,0.4798,0.5455,0.5992,0.6445,0.6311,0.6057,0.5893,0.582,0.5696,0.5658,0.5609,0.5491,0.5354,0.512,0.4776,0.4394,0.3957,0.3437,0.3026,0.3028,0.3322,0.3721,0.4493,0.5851,0.777,0.8933,0.7784,0.4671,0.2624,0.159,0.1126,0.0935,0.0862
G11,0.4654,0.5287,0.5831,0.6269,0.6121,0.5842,0.5622,0.5383,0.4977,0.4629,0.423,0.3847,0.3535,0.3324,0.3082,0.2809,0.2583,0.2424,0.2442,0.2736,0.3173,0.364,0.4422,0.5808,0.7721,0.8856,0.7689,0.4653,0.2609,0.1585,0.1122,0.0939,0.0864
