Wavelength,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700
G12,0.7737,0.8843,0.974,1.0537,1.1155,1.1563,1.2051,1.3449,1.5546,1.7939,2.0655,2.2194,2.2442,2.0488,1.8274,1.6364,1.3958,1.0057,0.6389,0.3745,0.224,0.1458,0.1016,0.0865,0.0807,0.0778,0.0759,0.0726,0.0709,0.07,0.069,0.0688,0.0688
H1,0.4289,0.4839,0.5293,0.5603,0.5501,0.5242,0.4972,0.451,0.3928,0.3355,0.2673,0.2177,0.1755,0.1566,0.1464,0.1405,0.146,0.1696,0.2125,0.2719,0.333,0.3878,0.4865,0.6478,0.8487,0.9462,0.77,0.45,0.2438,0.1433,0.1034,0.0853,0.0781
H2,0.4744,0.5321,0.5783,0.6077,0.6014,0.581,0.5609,0.5297,0.492,0.459,0.419,0.3853,0.3551,0.3326,0.307,0.2806,0.2571,0.2395,0.2435,0.275,0.3194,0.363,0.4501,0.5945,0.7766,0.8614,0.7042,0.4164,0.2295,0.1398,0.1032,0.0874,0.0812
H3,0.5085,0.5709,0.6198,0.6532,0.651,0.6343,0.6193,0.6025,0.5851,0.5741,0.558,0.5403,0.5198,0.4909,0.4515,0.4103,0.3639,0.3095,0.2752,0.2779,0.3058,0.3413,0.4191,0.5523,0.719,0.7994,0.6535,0.3885,0.2153,0.1313,0.0976,0.0825,0.0767
H4,0.5395,0.6046,0.6578,0.6964,0.7013,0.6909,0.6829,0.6828,0.6887,0.7034,0.7165,0.7167,0.7051,0.6663,0.6128,0.5568,0.4865,0.3909,0.3155,0.287,0.2941,0.3159,0.3795,0.4939,0.6375,0.708,0.5834,0.3526,0.2016,0.1266,0.097,0.0838,0.0786
H5,0.5647,0.6345,0.6913,0.7343,0.7452,0.74,0.7369,0.752,0.7818,0.8229,0.8651,0.8834,0.88,0.8283,0.7579,0.687,0.5955,0.4626,0.3495,0.2908,0.2791,0.2899,0.3412,0.4396,0.5652,0.6268,0.5185,0.3156,0.1818,0.1167,0.0904,0.0783,0.074
H6,0.5999,0.6767,0.7389,0.7863,0.8039,0.8033,0.8057,0.8363,0.8889,0.956,1.0302,1.0661,1.0669,1.003,0.9151,0.8298,0.7139,0.5452,0.3943,0.3089,0.2799,0.2806,0.322,0.4101,0.523,0.5786,0.4801,0.2945,0.1729,0.1135,0.09,0.0792,0.0748
H7,0.6254,0.7077,0.774,0.8265,0.8507,0.8566,0.8664,0.9142,0.9919,1.0856,1.1895,1.2435,1.25,1.1673,1.0604,0.957,0.8214,0.6163,0.4292,0.3146,0.2656,0.2537,0.2804,0.3507,0.442,0.4862,0.4059,0.254,0.1546,0.1057,0.0859,0.0772,0.0739
H8,0.6426,0.7276,0.7974,0.855,0.8855,0.8969,0.9124,0.9731,1.0692,1.183,1.3117,1.3771,1.3847,1.2858,1.1632,1.0471,0.8948,0.6646,0.4511,0.3137,0.2487,0.2264,0.2397,0.2926,0.3631,0.3983,0.3353,0.2149,0.1361,0.0969,0.0816,0.0747,0.0718
H9,0.6827,0.7762,0.8511,0.9137,0.9502,0.9682,0.9914,1.0712,1.1945,1.3378,1.5006,1.5908,1.6051,1.4863,1.3386,1.2027,1.0255,0.7512,0.5003,0.3283,0.2409,0.2039,0.202,0.2377,0.2885,0.314,0.2673,0.1788,0.1194,0.0901,0.0784,0.0731,0.0711
H10,0.7087,0.8064,0.8842,0.9504,0.9955,1.02,1.0509,1.1452,1.2903,1.4573,1.6496,1.7552,1.7741,1.6337,1.4697,1.3174,1.121,0.8166,0.5348,0.3365,0.2307,0.1814,0.1664,0.1838,0.2147,0.2295,0.1999,0.1421,0.1031,0.0843,0.0771,0.0738,0.0726
H11,0.7421,0.8446,0.9269,0.9996,1.0519,1.0835,1.1209,1.2323,1.3981,1.5926,1.8122,1.9292,1.9485,1.788,1.599,1.4305,1.2171,0.8814,0.5656,0.3456,0.2209,0.1611,0.1321,0.1331,0.1452,0.1506,0.1355,0.1068,0.0869,0.0767,0.0724,0.0707,0.0701
H12,0.7636,0.869,0.9554,1.031,1.09,1.1273,1.1705,1.2904,1.4756,1.6842,1.9179,2.0474,2.0628,1.8853,1.6819,1.5057,1.2814,0.9211,0.5861,0.347,0.2097,0.1407,0.1008,0.0867,0.0817,0.0792,0.0767,0.0748,0.0733,0.0721,0.072,0.0715,0.0713
